rounds | onuID | actualTime | nlocal_updates | computingTime | computingTimeNetworkDelay 
  1 | 58 | 1756,23081 |  0 | 1351,61369 | 1756,23081 
  1 | 34 | 1766,62710 |  1 | 1226,67199 | 1766,62710 
  1 | 33 | 1895,18970 |  2 | 1325,10146 | 1895,18970 
  1 | 39 | 1952,33242 |  3 | 1436,80965 | 1952,33242 
  1 | 42 | 1962,54998 |  4 | 1610,92407 | 1962,54998 
  1 | 26 | 1967,04606 |  5 | 1426,72825 | 1967,04606 
  1 | 37 | 1973,10749 |  6 | 1524,98016 | 1973,10749 
  1 | 54 | 2026,87118 |  7 | 1519,15922 | 2026,87118 
  1 | 45 | 2028,19395 |  8 | 1635,37802 | 2028,19395 
  1 | 35 | 2063,24570 |  9 | 1388,67394 | 2063,24570 
  1 | 49 | 2066,71365 | 10 | 1608,19965 | 2066,71365 
  1 | 38 | 2074,00320 | 11 | 1619,72116 | 2074,00320 
  1 | 19 | 2117,96706 | 12 | 1631,22099 | 2117,96706 
  1 | 52 | 2132,51250 | 13 | 1659,23876 | 2132,51250 
  1 | 41 | 2167,18653 | 14 | 1720,30525 | 2167,18653 
  1 | 17 | 2175,41868 | 15 | 1457,87476 | 2175,41868 
  1 | 60 | 2190,99506 | 16 | 1658,18206 | 2190,99506 
  1 | 10 | 2236,54923 | 17 | 1681,60815 | 2236,54923 
  1 | 59 | 2243,11588 | 18 | 1772,81155 | 2243,11588 
  1 | 55 | 2245,92908 | 19 | 1786,45724 | 2245,92908 
  1 | 61 | 2257,04461 | 20 | 1795,19783 | 2257,04461 
  1 | 29 | 2275,88375 | 21 | 1556,07807 | 2275,88375 
  1 | 63 | 2279,49541 | 22 | 1736,33996 | 2279,49541 
  1 | 51 | 2285,99605 | 23 | 1750,60929 | 2285,99605 
  1 | 28 | 2294,54940 | 24 | 1726,27605 | 2294,54940 
  1 | 30 | 2300,03208 | 25 | 1839,72853 | 2300,03208 
  1 | 62 | 2308,29917 | 26 | 1558,67808 | 2308,29917 
  1 | 44 | 2313,34669 | 27 | 1731,52630 | 2313,34669 
  1 | 50 | 2320,47229 | 28 | 1771,69318 | 2320,47229 
  1 | 48 | 2332,11803 | 29 | 1876,93664 | 2332,11803 
  1 | 46 | 2335,94854 | 30 | 1853,86984 | 2335,94854 
  1 | 40 | 2349,15362 | 31 | 1779,29927 | 2349,15362 
  1 | 27 | 2382,69513 | 32 | 1823,49701 | 2382,69513 
  1 | 47 | 2386,99054 | 33 | 1830,68454 | 2386,99054 
  1 | 53 | 2399,53800 | 34 | 1732,33332 | 2399,53800 
  1 | 56 | 2406,52766 | 35 | 1842,33656 | 2406,52766 
  1 | 36 | 2420,16249 | 36 | 1671,48199 | 2420,16249 
  1 | 31 | 2427,21104 | 37 | 1671,09062 | 2427,21104 
  1 | 32 | 2431,18854 | 38 | 1690,56014 | 2431,18854 
  1 | 43 | 2470,91705 | 39 | 1802,28008 | 2470,91705 
  1 | 22 | 2508,38547 | 40 | 1851,40453 | 2508,38547 
