rounds | onuID | actualTime | nlocal_updates | computingTime | computingTimeNetworkDelay 
  1 | 34 | 1267,61231 |  0 | 1226,67199 | 1267,61231 
  1 | 33 | 1373,68826 |  1 | 1325,10146 | 1373,68826 
  1 | 58 | 1407,57112 |  2 | 1351,61369 | 1407,57112 
  1 | 35 | 1449,89672 |  3 | 1388,67394 | 1449,89672 
  1 | 26 | 1497,77630 |  4 | 1426,72825 | 1497,77630 
  1 | 39 | 1514,08181 |  5 | 1436,80965 | 1514,08181 
  1 | 17 | 1534,53951 |  6 | 1457,87476 | 1534,53951 
  1 | 54 | 1591,90223 |  7 | 1519,15922 | 1591,90223 
  1 | 37 | 1595,71304 |  8 | 1524,98016 | 1595,71304 
  1 | 29 | 1634,05506 |  9 | 1556,07807 | 1634,05506 
  1 | 62 | 1637,42064 | 10 | 1558,67808 | 1637,42064 
  1 | 42 | 1712,04137 | 11 | 1610,92407 | 1712,04137 
  1 | 49 | 1718,70484 | 12 | 1608,19965 | 1718,70484 
  1 | 38 | 1737,35683 | 13 | 1619,72116 | 1737,35683 
  1 | 19 | 1760,58429 | 14 | 1631,22099 | 1760,58429 
  1 | 45 | 1775,27867 | 15 | 1635,37802 | 1775,27867 
  1 | 60 | 1812,45153 | 16 | 1658,18206 | 1812,45153 
  1 | 52 | 1818,99874 | 17 | 1659,23876 | 1818,99874 
  1 | 31 | 1851,87623 | 18 | 1671,09062 | 1851,87623 
  1 | 36 | 1880,44485 | 19 | 1671,48199 | 1880,44485 
  1 | 10 | 1884,35287 | 20 | 1681,60815 | 1884,35287 
  1 | 32 | 1902,77847 | 21 | 1690,56014 | 1902,77847 
  1 | 41 | 1932,60738 | 22 | 1720,30525 | 1932,60738 
  1 | 28 | 1963,14836 | 23 | 1726,27605 | 1963,14836 
  1 | 44 | 1964,59279 | 24 | 1731,52630 | 1964,59279 
  1 | 63 | 1966,77232 | 25 | 1736,33996 | 1966,77232 
  1 | 53 | 1978,97366 | 26 | 1732,33332 | 1978,97366 
  1 | 51 | 1987,77750 | 27 | 1750,60929 | 1987,77750 
