rounds | onuID | actualTime | nlocal_updates | computingTime | computingTimeNetworkDelay 
  1 | 34 | 2203,69030 |  0 | 2041,21709 | 2203,69030 
  1 | 58 | 2426,67418 |  1 | 2240,24827 | 2426,67418 
  1 | 33 | 2445,46553 |  2 | 2251,23385 | 2445,46553 
  1 | 35 | 2536,36935 |  3 | 2311,22287 | 2536,36935 
  1 | 26 | 2616,57220 |  4 | 2374,18922 | 2616,57220 
  1 | 39 | 2640,78243 |  5 | 2396,79634 | 2640,78243 
  1 | 17 | 2675,27058 |  6 | 2428,61525 | 2675,27058 
  1 | 54 | 2788,47917 |  7 | 2535,04207 | 2788,47917 
  1 | 37 | 2813,98533 |  8 | 2557,81924 | 2813,98533 
  1 | 29 | 2845,54801 |  9 | 2586,67494 | 2845,54801 
  1 | 62 | 2850,36352 | 10 | 2590,62016 | 2850,36352 
  1 | 42 | 2951,13974 | 11 | 2682,31358 | 2951,13974 
  1 | 49 | 2952,87516 | 12 | 2684,01596 | 2952,87516 
  1 | 38 | 2960,34129 | 13 | 2690,70230 | 2960,34129 
  1 | 19 | 2985,55996 | 14 | 2712,97253 | 2985,55996 
  1 | 45 | 3000,08765 | 15 | 2725,16636 | 3000,08765 
  1 | 32 | 3010,90476 | 16 | 2734,70561 | 3010,90476 
  1 | 60 | 3027,85611 | 17 | 2750,64376 | 3027,85611 
  1 | 31 | 3061,93228 | 18 | 2781,83449 | 3061,93228 
  1 | 36 | 3068,79570 | 19 | 2787,89187 | 3068,79570 
  1 | 52 | 3080,85088 | 20 | 2798,67021 | 3080,85088 
  1 | 10 | 3081,95656 | 21 | 2800,11776 | 3081,95656 
  1 | 41 | 3151,79242 | 22 | 2865,65637 | 3151,79242 
  1 | 28 | 3153,85953 | 23 | 2867,84139 | 3153,85953 
  1 | 53 | 3171,34685 | 24 | 2885,19426 | 3171,34685 
  1 | 44 | 3172,65884 | 25 | 2885,95293 | 3172,65884 
  1 | 63 | 3179,25200 | 26 | 2892,28372 | 3179,25200 
  1 | 51 | 3205,80836 | 27 | 2918,13730 | 3205,80836 
  1 | 59 | 3239,57669 | 28 | 2951,67303 | 3239,57669 
  1 | 40 | 3241,14139 | 29 | 2953,23134 | 3241,14139 
  1 | 55 | 3264,70361 | 30 | 2976,55370 | 3264,70361 
  1 | 61 | 3271,18220 | 31 | 2983,24822 | 3271,18220 
  1 | 47 | 3275,29459 | 32 | 2988,18540 | 3275,29459 
  1 | 43 | 3276,29217 | 33 | 2987,51197 | 3276,29217 
  1 | 50 | 3315,52010 | 34 | 3028,36806 | 3315,52010 
  1 | 27 | 3322,10310 | 35 | 3035,25220 | 3322,10310 
  1 | 30 | 3345,15661 | 36 | 3057,95182 | 3345,15661 
  1 | 56 | 3345,16640 | 37 | 3058,34733 | 3345,16640 
  1 | 48 | 3377,44064 | 38 | 3090,26084 | 3377,44064 
  1 | 46 | 3377,82749 | 39 | 3090,89236 | 3377,82749 
  1 | 57 | 3402,16169 | 40 | 3115,25999 | 3402,16169 
