rounds | onuID | actualTime | nlocal_updates | computingTime | computingTimeNetworkDelay 
  1 | 34 | 440,92953 |  0 | 397,87211 | 440,92953 
  1 | 33 | 584,18846 |  1 | 442,53303 | 584,18846 
  1 | 26 | 665,25052 |  2 | 458,79135 | 665,25052 
  1 | 58 | 676,63563 |  3 | 461,52167 | 676,63563 
  1 | 35 | 679,30537 |  4 | 461,98393 | 679,30537 
  1 | 39 | 697,99397 |  5 | 468,38485 | 697,99397 
  1 | 17 | 709,00974 |  6 | 472,76483 | 709,00974 
  1 | 54 | 744,77990 |  7 | 491,05912 | 744,77990 
  1 | 62 | 771,79648 |  8 | 506,22546 | 771,79648 
  1 | 29 | 783,20167 |  9 | 513,80021 | 783,20167 
  1 | 37 | 790,92231 | 10 | 518,78194 | 790,92231 
  1 | 38 | 791,23578 | 11 | 519,54126 | 791,23578 
  1 | 42 | 801,23963 | 12 | 526,79712 | 801,23963 
  1 | 45 | 801,40881 | 13 | 527,38932 | 801,40881 
  1 | 19 | 801,65421 | 14 | 527,59744 | 801,65421 
  1 | 60 | 810,85480 | 15 | 534,80012 | 810,85480 
  1 | 10 | 818,95831 | 16 | 541,80033 | 818,95831 
  1 | 36 | 819,94020 | 17 | 542,78231 | 819,94020 
  1 | 52 | 821,15344 | 18 | 544,46136 | 821,15344 
  1 | 49 | 833,78380 | 19 | 555,79069 | 833,78380 
  1 | 41 | 834,85186 | 20 | 556,22181 | 834,85186 
  1 | 53 | 840,78304 | 21 | 562,12551 | 840,78304 
  1 | 63 | 845,66849 | 22 | 567,04049 | 845,66849 
  1 | 50 | 849,13097 | 23 | 570,59320 | 849,13097 
  1 | 31 | 849,22552 | 24 | 570,44560 | 849,22552 
  1 | 28 | 854,07034 | 25 | 575,47910 | 854,07034 
  1 | 44 | 854,75132 | 26 | 575,56953 | 854,75132 
  1 | 55 | 857,40005 | 27 | 578,69464 | 857,40005 
  1 | 43 | 865,70531 | 28 | 586,83400 | 865,70531 
  1 | 40 | 870,60637 | 29 | 592,12569 | 870,60637 
  1 | 59 | 870,94287 | 30 | 591,95729 | 870,94287 
  1 | 57 | 875,11549 | 31 | 596,48742 | 875,11549 
  1 | 51 | 877,19990 | 32 | 598,14297 | 877,19990 
  1 | 56 | 877,35928 | 33 | 598,92023 | 877,35928 
  1 | 27 | 878,78122 | 34 | 600,26393 | 878,78122 
  1 | 61 | 882,93424 | 35 | 604,45250 | 882,93424 
  1 | 47 | 883,09920 | 36 | 605,17977 | 883,09920 
  1 | 46 | 887,89301 | 37 | 609,64229 | 887,89301 
  1 | 30 | 889,43359 | 38 | 610,73521 | 889,43359 
  1 | 48 | 896,05438 | 39 | 617,66280 | 896,05438 
  1 | 22 | 896,70141 | 40 | 619,04195 | 896,70141 
  1 | 32 | 921,05818 | 41 | 643,27705 | 921,05818 
  1 | 18 | 951,89531 | 42 | 674,44256 | 951,89531 
  1 | 21 | 1082,77172 | 43 | 795,85637 | 1082,77172 
  1 |  4 | 1094,45764 | 44 | 807,47686 | 1094,45764 
  1 | 13 | 1116,50467 | 45 | 827,90029 | 1116,50467 
  1 | 11 | 1245,59380 | 46 | 950,34801 | 1245,59380 
  1 |  5 | 1246,66118 | 47 | 951,71938 | 1246,66118 
  1 |  1 | 1278,01138 | 48 | 982,37468 | 1278,01138 
  1 | 12 | 1288,11738 | 49 | 992,25377 | 1288,11738 
  1 |  7 | 1302,03924 | 50 | 1006,36684 | 1302,03924 
  1 | 23 | 1310,66694 | 51 | 1014,59152 | 1310,66694 
  1 |  2 | 1315,76473 | 52 | 1019,85315 | 1315,76473 
  1 | 15 | 1376,72412 | 53 | 1080,27528 | 1376,72412 
  1 | 16 | 1397,22632 | 54 | 1100,49499 | 1397,22632 
  1 |  8 | 1440,73258 | 55 | 1143,27165 | 1440,73258 
  1 | 24 | 1502,19550 | 56 | 1204,25100 | 1502,19550 
  1 |  6 | 1575,57721 | 57 | 1277,48478 | 1575,57721 
  1 | 14 | 1584,51510 | 58 | 1286,37610 | 1584,51510 
  1 | 20 | 1592,73452 | 59 | 1294,87741 | 1592,73452 
  1 | 25 | 1594,10504 | 60 | 1296,39100 | 1594,10504 
  1 |  9 | 1708,63694 | 61 | 1410,44373 | 1708,63694 
  1 |  0 | 1710,23083 | 62 | 1411,90608 | 1710,23083 
  1 |  3 | 1732,07472 | 63 | 1434,22346 | 1732,07472 
  2 | 34 | 2424,77215 |  0 | 395,15515 | 692,62391 
  2 | 33 | 2456,27633 |  1 | 425,47857 | 724,12809 
  2 | 58 | 2462,30286 |  2 | 431,78196 | 730,15462 
  2 | 26 | 2488,89554 |  3 | 458,77703 | 756,74730 
  2 | 35 | 2491,94904 |  4 | 460,99861 | 759,80080 
  2 | 39 | 2493,43552 |  5 | 462,74432 | 761,28728 
  2 | 17 | 2498,53102 |  6 | 467,59340 | 766,38278 
  2 | 37 | 2517,26150 |  7 | 486,59647 | 785,11326 
  2 | 54 | 2518,47625 |  8 | 487,59349 | 786,32801 
  2 | 29 | 2526,25663 |  9 | 495,49880 | 794,10839 
  2 | 62 | 2526,43079 | 10 | 496,30509 | 794,28255 
  2 | 38 | 2546,47972 | 11 | 516,23504 | 814,33148 
  2 | 49 | 2547,76513 | 12 | 517,35041 | 815,61689 
  2 | 42 | 2548,37219 | 13 | 518,09109 | 816,22395 
  2 | 45 | 2553,45456 | 14 | 523,17950 | 821,30632 
  2 | 19 | 2554,45173 | 15 | 524,31461 | 822,30349 
  2 | 60 | 2560,68081 | 16 | 529,72366 | 828,53258 
  2 | 52 | 2563,80896 | 17 | 533,46502 | 831,66072 
  2 | 36 | 2567,25745 | 18 | 536,89473 | 835,10921 
  2 | 31 | 2570,65662 | 19 | 540,38683 | 838,50838 
  2 | 10 | 2571,27115 | 20 | 540,98748 | 839,12291 
  2 | 32 | 2574,71134 | 21 | 544,15503 | 842,56311 
  2 | 41 | 2582,15412 | 22 | 551,75964 | 850,00589 
  2 | 28 | 2584,01213 | 23 | 553,36648 | 851,86389 
  2 | 63 | 2584,66248 | 24 | 554,47225 | 852,51425 
  2 | 44 | 2586,56097 | 25 | 555,85780 | 854,41274 
  2 | 53 | 2587,70854 | 26 | 557,31500 | 855,56030 
  2 | 51 | 2594,51263 | 27 | 563,57950 | 862,36439 
  2 | 50 | 2601,08405 | 28 | 570,56073 | 868,93582 
  2 | 40 | 2601,26117 | 29 | 570,75162 | 869,11293 
  2 | 55 | 2602,88435 | 30 | 572,64999 | 870,73611 
  2 | 43 | 2605,76199 | 31 | 575,44306 | 873,61375 
  2 | 47 | 2607,79872 | 32 | 577,25443 | 875,65049 
  2 | 57 | 2615,31085 | 33 | 584,79766 | 883,16261 
  2 | 27 | 2615,43474 | 34 | 584,94718 | 883,28650 
  2 | 59 | 2617,29908 | 35 | 586,81372 | 885,15084 
  2 | 22 | 2619,25885 | 36 | 588,61881 | 887,11061 
  2 | 56 | 2619,67601 | 37 | 589,39109 | 887,52777 
  2 | 30 | 2620,01697 | 38 | 589,30641 | 887,86873 
  2 | 61 | 2627,57017 | 39 | 596,81165 | 895,42193 
  2 | 46 | 2628,25215 | 40 | 597,75879 | 896,10391 
  2 | 48 | 2643,05543 | 41 | 612,90571 | 910,90719 
  2 | 18 | 2698,96793 | 42 | 668,88469 | 966,81969 
  2 | 21 | 2825,50799 | 43 | 794,53894 | 1093,35975 
  2 |  4 | 2831,57020 | 44 | 801,24397 | 1099,42196 
  2 | 13 | 2841,26074 | 45 | 810,74821 | 1109,11250 
  2 | 11 | 2940,77854 | 46 | 910,41243 | 1208,63030 
  2 |  7 | 2988,61556 | 47 | 958,05406 | 1256,46732 
  2 |  5 | 2990,78631 | 48 | 960,40181 | 1258,63808 
  2 | 23 | 3005,98947 | 49 | 975,80329 | 1273,84124 
  2 | 12 | 3007,35552 | 50 | 977,40268 | 1275,20729 
  2 |  1 | 3041,12944 | 51 | 1010,28302 | 1308,98120 
  2 |  2 | 3059,07515 | 52 | 1028,93058 | 1326,92691 
  2 | 15 | 3098,86611 | 53 | 1068,22164 | 1366,71787 
  2 | 16 | 3117,37061 | 54 | 1086,76563 | 1385,22237 
  2 |  8 | 3155,08162 | 55 | 1124,80315 | 1422,93338 
  2 | 24 | 3231,13251 | 56 | 1200,14034 | 1498,98427 
  2 | 14 | 3267,60227 | 57 | 1236,78658 | 1535,45403 
  2 |  6 | 3285,35647 | 58 | 1254,85862 | 1553,20823 
  2 | 20 | 3319,08112 | 59 | 1289,02266 | 1586,93289 
  2 | 25 | 3356,53087 | 60 | 1325,86790 | 1624,38263 
  2 |  0 | 3372,64993 | 61 | 1341,91582 | 1640,50169 
  2 |  9 | 3374,28912 | 62 | 1343,29524 | 1642,14088 
  2 |  3 | 3413,34618 | 63 | 1383,08292 | 1681,19794 
  3 | 34 | 4106,43560 |  0 | 394,56753 | 693,01590 
  3 | 33 | 4134,99578 |  1 | 423,64467 | 721,57608 
  3 | 58 | 4143,96384 |  2 | 431,96775 | 730,54414 
  3 | 35 | 4156,08955 |  3 | 444,06499 | 742,66985 
  3 | 26 | 4168,58639 |  4 | 456,92935 | 755,16669 
  3 | 39 | 4174,07576 |  5 | 462,43622 | 760,65606 
  3 | 17 | 4179,11442 |  6 | 467,21948 | 765,69472 
  3 | 37 | 4197,92919 |  7 | 485,85372 | 784,50949 
  3 | 54 | 4198,11928 |  8 | 486,80369 | 784,69958 
  3 | 29 | 4208,95892 |  9 | 496,80735 | 795,53922 
  3 | 62 | 4209,04853 | 10 | 497,10076 | 795,62883 
  3 | 32 | 4226,97867 | 11 | 515,52398 | 813,55897 
  3 | 38 | 4228,16132 | 12 | 516,76589 | 814,74162 
