rounds | onuID | actualTime | nlocal_updates | computingTime | computingTimeNetworkDelay 
  1 | 34 | 1651,46309 |  0 | 1617,00134 | 1651,46309 
  1 | 33 | 1783,19057 |  1 | 1748,58126 | 1783,19057 
  1 | 58 | 1810,48419 |  2 | 1775,23985 | 1810,48419 
  1 | 35 | 1920,27537 |  3 | 1876,95343 | 1920,27537 
  1 | 26 | 1927,98958 |  4 | 1882,08414 | 1927,98958 
  1 | 39 | 1943,14976 |  5 | 1899,04139 | 1943,14976 
  1 | 17 | 1980,36496 |  6 | 1945,96301 | 1980,36496 
  1 | 37 | 2040,74332 |  7 | 2002,19567 | 2040,74332 
  1 | 54 | 2044,07485 |  8 | 2005,38024 | 2044,07485 
  1 | 29 | 2079,49639 |  9 | 2042,91688 | 2079,49639 
  1 | 62 | 2083,74653 | 10 | 2047,23730 | 2083,74653 
  1 | 49 | 2170,47024 | 11 | 2122,29260 | 2170,47024 
  1 | 38 | 2172,92995 | 12 | 2123,37437 | 2172,92995 
  1 | 42 | 2180,32381 | 13 | 2128,45132 | 2180,32381 
  1 | 45 | 2202,83685 | 14 | 2147,14855 | 2202,83685 
  1 | 19 | 2206,87587 | 15 | 2150,34529 | 2206,87587 
  1 | 60 | 2237,99334 | 16 | 2177,70923 | 2237,99334 
  1 | 52 | 2252,06027 | 17 | 2188,76861 | 2252,06027 
  1 | 32 | 2254,34514 | 18 | 2190,32172 | 2254,34514 
  1 | 31 | 2268,22824 | 19 | 2205,17693 | 2268,22824 
  1 | 36 | 2271,57084 | 20 | 2209,63788 | 2271,57084 
  1 | 10 | 2278,65893 | 21 | 2217,88948 | 2278,65893 
  1 | 28 | 2334,62371 | 22 | 2272,41842 | 2334,62371 
  1 | 41 | 2335,77195 | 23 | 2273,31766 | 2335,77195 
  1 | 44 | 2351,76988 | 24 | 2284,90559 | 2351,76988 
  1 | 53 | 2356,78258 | 25 | 2287,94967 | 2356,78258 
  1 | 63 | 2357,74855 | 26 | 2288,48843 | 2357,74855 
  1 | 51 | 2390,31082 | 27 | 2311,54966 | 2390,31082 
  1 | 40 | 2424,94634 | 28 | 2337,08667 | 2424,94634 
  1 | 50 | 2432,39126 | 29 | 2342,18558 | 2432,39126 
  1 | 59 | 2436,73234 | 30 | 2345,10553 | 2436,73234 
  1 | 55 | 2453,13682 | 31 | 2355,52038 | 2453,13682 
  1 | 43 | 2466,76083 | 32 | 2365,21939 | 2466,76083 
  1 | 47 | 2468,35229 | 33 | 2366,65513 | 2468,35229 
  1 | 61 | 2483,46056 | 34 | 2378,62500 | 2483,46056 
  1 | 57 | 2508,93778 | 35 | 2402,90381 | 2508,93778 
  1 | 27 | 2512,94644 | 36 | 2406,91186 | 2512,94644 
  1 | 30 | 2522,24096 | 37 | 2418,97648 | 2522,24096 
  1 | 56 | 2529,44369 | 38 | 2427,98928 | 2529,44369 
  1 | 22 | 2529,51770 | 39 | 2427,67738 | 2529,51770 
  1 | 46 | 2540,32349 | 40 | 2444,95750 | 2540,32349 
  1 | 48 | 2542,63183 | 41 | 2451,16802 | 2542,63183 
  1 | 18 | 2771,68071 | 42 | 2738,07497 | 2771,68071 
  1 | 21 | 3224,85663 | 43 | 3190,82117 | 3224,85663 
  1 |  4 | 3326,34692 | 44 | 3292,53320 | 3326,34692 
  1 | 13 | 3363,73949 | 45 | 3330,37094 | 3363,73949 
  1 | 11 | 3822,60217 | 46 | 3789,36823 | 3822,60217 
  1 |  7 | 3980,84174 | 47 | 3944,87684 | 3980,84174 
  1 |  5 | 4004,25076 | 48 | 3966,18119 | 4004,25076 
  1 | 23 | 4065,04793 | 49 | 4025,21681 | 4065,04793 
  1 |  1 | 4069,09885 | 50 | 4028,74669 | 4069,09885 
  1 |  2 | 4165,07850 | 51 | 4130,78615 | 4165,07850 
  1 | 12 | 4368,91988 | 52 | 4335,24488 | 4368,91988 
  1 | 15 | 4424,13771 | 53 | 4390,12172 | 4424,13771 
  1 | 16 | 4605,77173 | 54 | 4572,00684 | 4605,77173 
  1 |  8 | 4750,76406 | 55 | 4715,90427 | 4750,76406 
  1 | 24 | 4978,96126 | 56 | 4945,38926 | 4978,96126 
  1 | 14 | 5109,34663 | 57 | 5075,41319 | 5109,34663 
  1 |  6 | 5150,59709 | 58 | 5113,76870 | 5150,59709 
  1 | 25 | 5174,92237 | 59 | 5137,03536 | 5174,92237 
  1 | 20 | 5350,23328 | 60 | 5316,14816 | 5350,23328 
  1 |  0 | 5535,22619 | 61 | 5500,79309 | 5535,22619 
  1 |  9 | 5683,00734 | 62 | 5649,05435 | 5683,00734 
  1 |  3 | 5723,08371 | 63 | 5689,26704 | 5723,08371 
  2 |  0 | 11302,61044 |  0 | 5531,46038 | 5579,45321 
  2 |  9 | 11321,99184 |  1 | 5550,59383 | 5598,83462 
  2 | 61 | 11446,53317 |  2 | 2365,18773 | 5723,37595 
  2 | 11 | 11446,58518 |  3 | 3721,24580 | 5723,42796 
  2 | 16 | 11446,62553 |  4 | 4468,33187 | 5723,46831 
  2 | 55 | 11446,66847 |  5 | 2354,37148 | 5723,51124 
  2 | 48 | 11446,67742 |  6 | 2443,32029 | 5723,52020 
  2 | 60 | 11446,68319 |  7 | 2173,36010 | 5723,52596 
  2 | 62 | 11446,68725 |  8 | 2081,33381 | 5723,53002 
  2 | 53 | 11446,72132 |  9 | 2285,36859 | 5723,56410 
  2 | 63 | 11446,73041 | 10 | 2286,40582 | 5723,57318 
  2 | 51 | 11446,73773 | 11 | 2310,44573 | 5723,58050 
  2 |  7 | 11446,78735 | 12 | 4263,52444 | 5723,63013 
  2 | 43 | 11446,81866 | 13 | 2366,46806 | 5723,66143 
  2 | 46 | 11446,82167 | 14 | 2442,48509 | 5723,66445 
  2 |  2 | 11446,83650 | 15 | 4125,47718 | 5723,67928 
  2 | 37 | 11446,84143 | 16 | 2071,52073 | 5723,68420 
  2 | 24 | 11446,84983 | 17 | 4948,53715 | 5723,69260 
  2 | 32 | 11446,85060 | 18 | 2109,49538 | 5723,69337 
  2 | 36 | 11446,88424 | 19 | 2203,58057 | 5723,72701 
  2 | 21 | 11446,89299 | 20 | 3182,51031 | 5723,73576 
  2 | 41 | 11446,90677 | 21 | 2269,52231 | 5723,74955 
  2 | 20 | 11446,91822 | 22 | 5425,50638 | 5723,76099 
  2 | 58 | 11446,92538 | 23 | 1773,61666 | 5723,76815 
  2 | 59 | 11446,93111 | 24 | 2337,51323 | 5723,77388 
  2 | 39 | 11446,97631 | 25 | 1892,61483 | 5723,81908 
  2 |  8 | 11446,98854 | 26 | 4629,61902 | 5723,83131 
  2 | 49 | 11447,01087 | 27 | 2125,69394 | 5723,85365 
  2 | 38 | 11447,01616 | 28 | 2121,65388 | 5723,85893 
  2 | 18 | 11447,01879 | 29 | 2740,72081 | 5723,86156 
  2 | 13 | 11447,08577 | 30 | 3327,76423 | 5723,92854 
  2 | 47 | 11447,10615 | 31 | 2363,75111 | 5723,94892 
  2 | 31 | 11447,11377 | 32 | 2207,71520 | 5723,95654 
  2 | 45 | 11447,11458 | 33 | 2149,74913 | 5723,95735 
  2 | 28 | 11447,14247 | 34 | 2268,77192 | 5723,98524 
  2 | 12 | 11447,15797 | 35 | 4031,85710 | 5724,00075 
  2 | 40 | 11447,16998 | 36 | 2392,90093 | 5724,01275 
  2 | 17 | 11447,17687 | 37 | 1919,87989 | 5724,01964 
  2 | 25 | 11447,22054 | 38 | 5141,91426 | 5724,06331 
  2 | 14 | 11447,22684 | 39 | 5151,91234 | 5724,06962 
  2 | 19 | 11447,22776 | 40 | 2149,83575 | 5724,07053 
  2 |  6 | 11447,23129 | 41 | 5114,89542 | 5724,07407 
  2 | 27 | 11447,23243 | 42 | 2402,88823 | 5724,07521 
  2 | 15 | 11447,23512 | 43 | 4383,85157 | 5724,07789 
  2 | 26 | 11447,25881 | 44 | 1879,96777 | 5724,10159 
  2 | 10 | 11447,26925 | 45 | 2215,92515 | 5724,11202 
  2 |  4 | 11447,27618 | 46 | 3286,91756 | 5724,11895 
  2 | 42 | 11447,27875 | 47 | 2120,94647 | 5724,12152 
  2 |  5 | 11447,29416 | 48 | 3866,97190 | 5724,13693 
  2 | 54 | 11447,32034 | 49 | 1998,94463 | 5724,16311 
  2 | 29 | 11447,32917 | 50 | 2039,98366 | 5724,17195 
  2 | 34 | 11447,34905 | 51 | 1614,05568 | 5724,19182 
  2 | 57 | 11447,36165 | 52 | 2401,04292 | 5724,20443 
  2 | 44 | 11447,43461 | 53 | 2290,08596 | 5724,27738 
  2 | 52 | 11447,46625 | 54 | 2189,17320 | 5724,30903 
  2 | 33 | 11447,46684 | 55 | 1767,16133 | 5724,30962 
  2 |  1 | 11447,47876 | 56 | 4035,13885 | 5724,32154 
  2 | 35 | 11447,48413 | 57 | 1828,18205 | 5724,32690 
  2 | 22 | 11447,48612 | 58 | 2419,14795 | 5724,32889 
  2 | 30 | 11447,51982 | 59 | 2418,15416 | 5724,36260 
  2 | 56 | 11447,56907 | 60 | 2423,22953 | 5724,41184 
  2 | 23 | 11447,61030 | 61 | 4026,24889 | 5724,45308 
  2 | 50 | 11447,62955 | 62 | 2406,29026 | 5724,47232 
  2 |  3 | 11451,56529 | 63 | 5688,52988 | 5728,40806 
  3 |  0 | 16999,05911 |  0 | 5500,87674 | 5547,42030 
  3 |  9 | 17122,45398 |  1 | 5626,38394 | 5670,81517 
  3 |  7 | 17175,67314 |  2 | 3942,88657 | 5724,03434 
  3 | 16 | 17175,72002 |  3 | 4557,92169 | 5724,08121 
  3 | 33 | 17175,73196 |  4 | 1745,96134 | 5724,09315 
  3 | 52 | 17175,78748 |  5 | 2188,95381 | 5724,14867 
  3 | 44 | 17175,80633 |  6 | 2283,93717 | 5724,16752 
  3 | 21 | 17175,83316 |  7 | 3180,03774 | 5724,19435 
  3 | 56 | 17175,84507 |  8 | 2420,98927 | 5724,20626 
  3 | 18 | 17175,86258 |  9 | 2753,98786 | 5724,22378 
  3 | 22 | 17175,87796 | 10 | 2428,98202 | 5724,23916 
  3 | 20 | 17175,89302 | 11 | 5309,98596 | 5724,25422 
  3 | 55 | 17175,92533 | 12 | 2354,07470 | 5724,28652 
  3 | 40 | 17175,95151 | 13 | 2337,07875 | 5724,31270 
  3 |  8 | 17175,95815 | 14 | 4674,06916 | 5724,31934 
  3 | 49 | 17175,97124 | 15 | 2124,09213 | 5724,33243 
  3 | 53 | 17175,97991 | 16 | 2300,19934 | 5724,34110 
  3 | 31 | 17176,02823 | 17 | 2203,22937 | 5724,38942 
  3 | 11 | 17176,02960 | 18 | 3693,16966 | 5724,39079 
  3 | 32 | 17176,03855 | 19 | 2108,20679 | 5724,39975 
  3 | 61 | 17176,03978 | 20 | 2374,24253 | 5724,40098 
  3 | 39 | 17176,05187 | 21 | 1893,23745 | 5724,41306 
  3 | 30 | 17176,07005 | 22 | 2420,20291 | 5724,43125 
  3 | 15 | 17176,07178 | 23 | 4388,24062 | 5724,43297 
  3 |  6 | 17176,10957 | 24 | 5117,21476 | 5724,47076 
  3 | 24 | 17176,11243 | 25 | 4961,24157 | 5724,47362 
  3 | 29 | 17176,12105 | 26 | 2040,27223 | 5724,48224 
  3 | 14 | 17176,13391 | 27 | 5072,28004 | 5724,49511 
  3 | 19 | 17176,13582 | 28 | 2146,30118 | 5724,49702 
  3 | 12 | 17176,16582 | 29 | 4186,31644 | 5724,52702 
  3 | 23 | 17176,17387 | 30 | 4024,40055 | 5724,53506 
  3 | 62 | 17176,21330 | 31 | 2039,35238 | 5724,57449 
  3 | 37 | 17176,21918 | 32 | 2000,34737 | 5724,58038 
  3 | 38 | 17176,22593 | 33 | 2123,40581 | 5724,58712 
  3 | 47 | 17176,25387 | 34 | 2364,38158 | 5724,61506 
  3 |  1 | 17176,28185 | 35 | 4061,37702 | 5724,64304 
  3 | 51 | 17176,28989 | 36 | 2309,42281 | 5724,65108 
  3 |  5 | 17176,32739 | 37 | 3798,48641 | 5724,68859 
  3 | 59 | 17176,34526 | 38 | 2337,52914 | 5724,70645 
  3 | 35 | 17176,36591 | 39 | 1828,59228 | 5724,72710 
  3 | 50 | 17176,37141 | 40 | 2336,49640 | 5724,73261 
  3 | 46 | 17176,37668 | 41 | 2441,55416 | 5724,73787 
  3 | 43 | 17176,37955 | 42 | 2365,58136 | 5724,74074 
  3 | 58 | 17176,40853 | 43 | 1773,56256 | 5724,76972 
  3 | 42 | 17176,47004 | 44 | 2122,67529 | 5724,83123 
  3 | 60 | 17176,47635 | 45 | 2174,68368 | 5724,83754 
