rounds | onuID | actualTime | nlocal_updates | computingTime | computingTimeNetworkDelay 
  1 | 34 | 1062,54052 |  0 | 845,76250 | 1062,54052 
  1 | 33 | 1205,59250 |  1 | 926,13373 | 1205,59250 
  1 | 35 | 1245,38724 |  2 | 960,76568 | 1245,38724 
  1 | 58 | 1269,20624 |  3 | 985,01989 | 1269,20624 
  1 | 39 | 1293,42943 |  4 | 1007,81136 | 1293,42943 
  1 | 17 | 1305,05352 |  5 | 1018,95504 | 1305,05352 
  1 | 54 | 1316,91946 |  6 | 1031,25140 | 1316,91946 
  1 | 26 | 1319,83725 |  7 | 1033,23618 | 1319,83725 
  1 | 37 | 1369,99941 |  8 | 1082,37476 | 1369,99941 
  1 | 42 | 1385,94864 |  9 | 1098,03583 | 1385,94864 
  1 | 29 | 1391,51128 | 10 | 1102,64935 | 1391,51128 
  1 | 38 | 1398,25078 | 11 | 1108,43724 | 1398,25078 
  1 | 62 | 1405,62812 | 12 | 1115,90199 | 1405,62812 
  1 | 19 | 1410,10297 | 13 | 1120,05780 | 1410,10297 
  1 | 49 | 1414,41016 | 14 | 1124,59105 | 1414,41016 
  1 | 60 | 1424,57092 | 15 | 1134,50720 | 1424,57092 
  1 | 10 | 1452,84016 | 16 | 1161,36074 | 1452,84016 
  1 | 45 | 1482,16580 | 17 | 1190,69070 | 1482,16580 
  1 | 28 | 1493,51643 | 18 | 1201,68660 | 1493,51643 
  1 | 63 | 1498,70592 | 19 | 1206,65636 | 1498,70592 
  1 | 53 | 1505,74471 | 20 | 1212,85765 | 1505,74471 
  1 | 52 | 1505,78395 | 21 | 1212,89171 | 1505,78395 
  1 | 59 | 1508,20643 | 22 | 1215,10825 | 1508,20643 
  1 | 36 | 1510,19172 | 23 | 1216,85137 | 1510,19172 
  1 | 31 | 1531,02255 | 24 | 1237,37511 | 1531,02255 
  1 | 32 | 1532,41538 | 25 | 1238,51316 | 1532,41538 
  1 | 50 | 1535,60460 | 26 | 1241,68868 | 1535,60460 
  1 | 51 | 1556,23439 | 27 | 1261,44772 | 1556,23439 
  1 | 44 | 1557,05188 | 28 | 1262,17948 | 1557,05188 
