rounds | onuID | actualTime | nlocal_updates | computingTime | computingTimeNetworkDelay 
  1 | 34 | 432,55046 |  0 | 397,87211 | 432,55046 
  1 | 33 | 505,94145 |  1 | 442,53303 | 505,94145 
  1 | 26 | 581,37409 |  2 | 458,79135 | 581,37409 
  1 | 58 | 595,59251 |  3 | 461,52167 | 595,59251 
  1 | 35 | 597,52630 |  4 | 461,98393 | 597,52630 
  1 | 39 | 622,85446 |  5 | 468,38485 | 622,85446 
  1 | 17 | 637,66597 |  6 | 472,76483 | 637,66597 
  1 | 54 | 689,45846 |  7 | 491,05912 | 689,45846 
  1 | 62 | 725,91732 |  8 | 506,22546 | 725,91732 
  1 | 29 | 742,91204 |  9 | 513,80021 | 742,91204 
  1 | 37 | 752,44029 | 10 | 518,78194 | 752,44029 
  1 | 38 | 753,34195 | 11 | 519,54126 | 753,34195 
  1 | 42 | 766,17897 | 12 | 526,79712 | 766,17897 
  1 | 19 | 767,38739 | 13 | 527,59744 | 767,38739 
  1 | 45 | 767,49525 | 14 | 527,38932 | 767,49525 
  1 | 60 | 778,57675 | 15 | 534,80012 | 778,57675 
  1 | 10 | 788,19111 | 16 | 541,80033 | 788,19111 
  1 | 36 | 790,14644 | 17 | 542,78231 | 790,14644 
  1 | 52 | 792,53990 | 18 | 544,46136 | 792,53990 
  1 | 49 | 806,98055 | 19 | 555,79069 | 806,98055 
  1 | 41 | 807,34145 | 20 | 556,22181 | 807,34145 
  1 | 53 | 815,26848 | 21 | 562,12551 | 815,26848 
  1 | 63 | 820,93756 | 22 | 567,04049 | 820,93756 
  1 | 31 | 824,89187 | 23 | 570,44560 | 824,89187 
  1 | 50 | 825,33580 | 24 | 570,59320 | 825,33580 
  1 | 28 | 830,64181 | 25 | 575,47910 | 830,64181 
  1 | 44 | 830,83477 | 26 | 575,56953 | 830,83477 
  1 | 55 | 834,44772 | 27 | 578,69464 | 834,44772 
  1 | 43 | 843,02363 | 28 | 586,83400 | 843,02363 
  1 | 59 | 848,30981 | 29 | 591,95729 | 848,30981 
  1 | 40 | 848,56454 | 30 | 592,12569 | 848,56454 
  1 | 57 | 853,66132 | 31 | 596,48742 | 853,66132 
  1 | 51 | 854,65429 | 32 | 598,14297 | 854,65429 
  1 | 56 | 855,52657 | 33 | 598,92023 | 855,52657 
  1 | 27 | 857,51396 | 34 | 600,26393 | 857,51396 
  1 | 61 | 860,78818 | 35 | 604,45250 | 860,78818 
  1 | 47 | 861,42122 | 36 | 605,17977 | 861,42122 
  1 | 46 | 866,20328 | 37 | 609,64229 | 866,20328 
  1 | 30 | 866,90168 | 38 | 610,73521 | 866,90168 
  1 | 48 | 874,20416 | 39 | 617,66280 | 874,20416 
  1 | 22 | 875,31400 | 40 | 619,04195 | 875,31400 
  1 | 32 | 898,50096 | 41 | 643,27705 | 898,50096 
  1 | 18 | 929,35614 | 42 | 674,44256 | 929,35614 
  1 | 21 | 1059,18709 | 43 | 795,85637 | 1059,18709 
  1 |  4 | 1071,80070 | 44 | 807,47686 | 1071,80070 
  1 | 13 | 1093,19107 | 45 | 827,90029 | 1093,19107 
  1 | 11 | 1223,77368 | 46 | 950,34801 | 1223,77368 
  1 |  5 | 1224,88958 | 47 | 951,71938 | 1224,88958 
  1 |  1 | 1256,23822 | 48 | 982,37468 | 1256,23822 
  1 | 12 | 1264,99204 | 49 | 992,25377 | 1264,99204 
  1 |  7 | 1278,94327 | 50 | 1006,36684 | 1278,94327 
  1 | 23 | 1286,37174 | 51 | 1014,59152 | 1286,37174 
  1 |  2 | 1291,91006 | 52 | 1019,85315 | 1291,91006 
  1 | 15 | 1349,89892 | 53 | 1080,27528 | 1349,89892 
  1 | 16 | 1370,66306 | 54 | 1100,49499 | 1370,66306 
  1 |  8 | 1413,06467 | 55 | 1143,27165 | 1413,06467 
  1 | 24 | 1472,40640 | 56 | 1204,25100 | 1472,40640 
  1 |  6 | 1545,77365 | 57 | 1277,48478 | 1545,77365 
  1 | 14 | 1555,58602 | 58 | 1286,37610 | 1555,58602 
  1 | 20 | 1563,46475 | 59 | 1294,87741 | 1563,46475 
  1 | 25 | 1565,13563 | 60 | 1296,39100 | 1565,13563 
  1 |  9 | 1666,58382 | 61 | 1410,44373 | 1666,58382 
  1 |  0 | 1667,84322 | 62 | 1411,90608 | 1667,84322 
  1 |  3 | 1685,94935 | 63 | 1434,22346 | 1685,94935 
  2 | 34 | 2463,96427 |  0 | 395,15515 | 777,94140 
  2 | 33 | 2746,76849 |  1 | 425,47857 | 1060,74562 
  2 | 26 | 2775,95732 |  2 | 458,77703 | 1089,93445 
  2 | 62 | 2838,24563 |  3 | 496,30509 | 1152,22276 
  2 | 58 | 2848,90148 |  4 | 431,78196 | 1162,87861 
  2 | 35 | 2856,78908 |  5 | 460,99861 | 1170,76621 
  2 | 63 | 2871,00805 |  6 | 554,47225 | 1184,98518 
  2 | 59 | 2884,92906 |  7 | 586,81372 | 1198,90619 
  2 | 57 | 2891,99490 |  8 | 584,79766 | 1205,97203 
  2 | 49 | 2894,08988 |  9 | 517,35041 | 1208,06701 
  2 | 10 | 2900,54251 | 10 | 540,98748 | 1214,51964 
  2 | 31 | 2907,86761 | 11 | 540,38683 | 1221,84474 
  2 | 32 | 2910,85657 | 12 | 544,15503 | 1224,83370 
  2 | 39 | 2911,60665 | 13 | 462,74432 | 1225,58378 
  2 | 22 | 2930,17267 | 14 | 588,61881 | 1244,14980 
  2 | 28 | 2933,42865 | 15 | 553,36648 | 1247,40579 
  2 | 54 | 2934,84825 | 16 | 487,59349 | 1248,82539 
  2 | 51 | 2948,86148 | 17 | 563,57950 | 1262,83861 
  2 | 27 | 2957,39425 | 18 | 584,94718 | 1271,37138 
  2 | 17 | 2961,63956 | 19 | 467,59340 | 1275,61670 
  2 | 42 | 2964,48697 | 20 | 518,09109 | 1278,46411 
  2 |  1 | 2972,65747 | 21 | 1010,28302 | 1286,63461 
  2 | 30 | 2979,58909 | 22 | 589,30641 | 1293,56622 
  2 | 43 | 2988,43939 | 23 | 575,44306 | 1302,41652 
  2 | 47 | 2999,58029 | 24 | 577,25443 | 1313,55742 
  2 |  2 | 3003,26478 | 25 | 1028,93058 | 1317,24191 
  2 | 11 | 3023,74660 | 26 | 910,41243 | 1337,72373 
  2 | 41 | 3026,95256 | 27 | 551,75964 | 1340,92969 
  2 | 18 | 3029,33617 | 28 | 668,88469 | 1343,31331 
  2 | 37 | 3034,26246 | 29 | 486,59647 | 1348,23959 
  2 | 52 | 3034,87592 | 30 | 533,46502 | 1348,85305 
  2 | 38 | 3035,94311 | 31 | 516,23504 | 1349,92024 
  2 | 16 | 3049,69308 | 32 | 1086,76563 | 1363,67021 
  2 | 53 | 3051,26650 | 33 | 557,31500 | 1365,24363 
  2 | 56 | 3061,55167 | 34 | 589,39109 | 1375,52880 
  2 | 19 | 3065,23656 | 35 | 524,31461 | 1379,21369 
  2 | 55 | 3077,50882 | 36 | 572,64999 | 1391,48595 
  2 | 44 | 3079,62077 | 37 | 555,85780 | 1393,59790 
  2 |  8 | 3088,76916 | 38 | 1124,80315 | 1402,74629 
  2 | 21 | 3095,38870 | 39 | 794,53894 | 1409,36583 
  2 | 29 | 3109,48468 | 40 | 495,49880 | 1423,46181 
  2 | 60 | 3109,77179 | 41 | 529,72366 | 1423,74892 
  2 | 15 | 3117,47315 | 42 | 1068,22164 | 1431,45028 
  2 | 61 | 3120,33663 | 43 | 596,81165 | 1434,31376 
  2 | 23 | 3120,66023 | 44 | 975,80329 | 1434,63736 
  2 | 46 | 3121,45657 | 45 | 597,75879 | 1435,43370 
  2 | 40 | 3129,69387 | 46 | 570,75162 | 1443,67100 
  2 |  4 | 3152,85412 | 47 | 801,24397 | 1466,83125 
  2 | 45 | 3159,56355 | 48 | 523,17950 | 1473,54069 
  2 | 24 | 3160,08979 | 49 | 1200,14034 | 1474,06692 
  2 | 48 | 3168,35706 | 50 | 612,90571 | 1482,33420 
  2 | 36 | 3190,93155 | 51 | 536,89473 | 1504,90868 
  2 | 14 | 3193,27338 | 52 | 1236,78658 | 1507,25051 
  2 |  7 | 3209,44331 | 53 | 958,05406 | 1523,42044 
